FIPS,trump_vs_senate,trump_vs_house
21039,3.557410149,-0.550489397
21041,6.241422935,1.71876203
21043,6.491061063,1.317329133
21045,2.163457465,-1.783047505
21047,4.814321704,-0.884172547
21049,2.507333737,-2.24518819
21051,2.930152725,-1.810899497
21053,3.16827558,-1.440995381
21055,4.072904568,-0.254794414
21057,4.458749463,-2.89409203
21059,3.778491344,-4.362300601
21061,3.617641259,-4.233966882
21063,6.644473442,3.653145905
21065,3.063776163,-0.313565838
21067,-0.146518864,-6.54706107
21069,4.659701581,6.220083113
21071,7.367774171,-3.974893554
21073,2.68031299,-3.108476958
21075,2.178282038,-1.321436401
21077,5.090845225,1.186222604
21079,2.198674437,-2.139825711
21081,4.052430679,0.66101555
21083,2.97233124,-1.251540345
21085,3.252497052,-3.64639131
21087,3.387538271,-2.634871924
21089,5.634079885,0.928996792
21091,6.618507857,-2.172624972
21093,3.422670154,-4.453276061
21095,4.213778355,-1.729856755
21097,2.783097587,-3.036011264
21099,3.659640692,-2.105639014
21101,4.265625328,-1.207208078
21103,4.787186312,0.401867083
21105,3.041624792,-1.252225751
21107,4.202147553,1.129445861
21109,1.776907232,-1.821505065
21111,1.068444983,-22.41374722
21113,1.57332301,-8.233720286
21115,3.140311689,-3.400964875
21117,3.395232182,-1.537164981
21119,4.953793507,-2.402770176
21121,2.888578047,-3.906414898
21123,4.45683609,-3.584456352
21125,1.988927982,-2.705180345
21127,4.981185053,-0.797565588
21129,3.486125839,-2.315076228
21131,2.800619171,-1.846602358
21133,5.912671265,-2.927317828
21135,3.880043586,-0.702494587
21137,3.397582806,-2.989277855
21139,4.098596371,0.861347159
21141,4.541750375,-0.287754549
21143,3.402436474,-1.45476608
21145,1.857657188,-2.462913361
21147,3.302997499,-2.088078352
21149,5.058031366,0.866011665
21151,2.138092934,-2.255965255
21153,4.002166049,-2.851975971
21155,6.539257578,0.792299392
21157,3.351544451,-0.665902967
21159,2.589894178,-1.360646693
21161,4.0922899,-2.009190552
21163,5.492893381,-1.703198734
21165,5.366134119,2.378150431
21167,2.698534665,-2.359220419
21169,4.430286076,-1.960435797
21171,2.579410732,-4.61388173
21173,3.55153505,-0.795957947
21175,4.562561072,-3.01602152
21177,5.918715684,3.967828981
21179,4.439640815,-3.732932292
21181,5.19335004,1.182315232
21183,4.745108076,-0.339696052
21185,1.014162686,-2.876230193
21187,3.410956736,0.198562739
21189,4.137390265,-1.17698541
21191,4.586020829,-0.068171435
21193,4.917290599,-3.992993668
21195,5.329789505,-3.390445054
21197,5.125843532,0.663667811
21199,2.172492545,-4.85187885
21201,4.316726545,4.6127915
21203,1.805395474,-3.971141259
21205,4.294357389,-5.634259498
21207,3.257590643,-2.119367899
21209,3.383788909,-3.186640397
21211,2.209467616,-1.174652747
21213,4.663514693,-1.522669562
21215,3.593140346,0.705639477
21217,3.504483083,-2.439058605
21219,6.211700903,0.559175732
21221,4.308281458,-0.613899638
21223,5.178507785,1.44050038
21225,5.753206955,1.030271271
21227,2.575595266,-8.820627635
21229,3.269079087,-1.779206482
21231,4.202264864,-4.154735261
21233,4.564819694,0.352011736
21235,3.002127615,-4.641522675
21237,4.500359555,2.660889591
21239,1.035890061,-4.558332515
22001,-4.669516158,-0.770262722
22003,-5.168543029,-1.640420456
22005,-6.729495003,-15.15872922
22007,-5.664193501,-18.41231357
22009,-6.629904708,-1.871963374
22011,-8.757103452,-1.461154034
22013,-3.123468435,-4.171115635
22015,-4.095060598,-4.432077682
22017,-5.130713689,-5.572880617
22019,-7.74176619,0.121480928
22021,-9.274121367,-1.34686886
22023,-4.609588833,0.705149593
22025,-4.717446506,-1.668879995
22027,-5.894949854,-6.939881611
22029,-5.977096483,-2.773420932
22031,-3.984374545,-3.805995441
22033,-8.122599302,-19.90673408
22035,-11.41690563,-6.269402478
22037,-7.60471364,-17.8133023
22039,-6.53236616,-4.597184437
22041,-8.790226973,-3.719674227
22043,-3.461214557,-0.412463331
22045,-7.623361872,-1.681744991
22047,-8.830628503,-25.39725795
22049,-4.931650493,-0.514140882
22051,-7.291465037,21.96461526
22053,-5.357277886,-1.006490453
22055,-7.167619525,0.191805787
22057,-5.297156276,-0.524015839
22059,-5.00933475,-0.03510177
22061,-9.332892289,-1.5544851
22063,-3.571566555,-4.792341305
22065,-10.19663894,-4.020615663
22067,-8.038747546,-3.768222304
22069,-7.025763193,-4.152413659
22071,-5.869258592,5.897478724
22073,-8.128080803,-4.534780004
22075,-7.146642556,-4.43201782
22077,-7.99578133,-10.63937076
22079,-7.50865772,-2.612170898
22081,-1.943465139,-4.976908281
22083,-8.489399891,-6.239733467
22085,-2.2039961,-1.988222462
22087,-6.794771073,-3.823125566
22089,-6.502795021,-12.00028327
22091,-8.048852789,-2.613064636
22093,-7.515769813,5.738251626
22095,-6.810414243,-25.01801861
22097,-7.449586334,2.600085258
22099,-6.820829897,-1.087550686
22101,-6.659333992,-1.082429798
22103,-6.367642844,-4.015760699
22105,-5.737302872,2.315040145
22107,-11.17375672,-2.724544325
22109,-5.939714609,-4.726061301
22111,-6.166049173,-3.379626187
22113,-5.017437881,-0.43841004
22115,-3.834650579,-1.932888678
22117,-5.824208902,0.705249389
22119,-3.142038868,-4.251234188
22121,-7.328381839,-20.58541085
22123,-3.566809459,-1.94328072
22125,-7.131042468,-1.877368661
22127,-6.193357717,-1.855982937
23001,-8.052740984,6.895060283
23003,-10.70930914,9.199890623
23005,-9.829242321,-1.607427736
23007,-8.959423157,8.079051544
23009,-9.38427662,5.455611314
23011,-8.942543606,2.469113878
23013,-9.207285145,1.928956699
23015,-9.789516276,-0.138815287
23017,-8.053479714,7.56587298
23019,-9.521056982,5.70930254
23021,-7.839252335,7.697584398
23023,-9.827696373,-0.18905829
23025,-8.840744169,8.115993131
23027,-8.654568821,5.131081963
23029,-6.892693063,7.361373957
23031,-9.066824435,1.08685057
24001,,2.30943611
24003,,-9.488826555
24005,,-1.031572097
24009,,-1.80547024
24011,,-1.653319214
24013,,-0.647998193
24015,,-1.363626562
24017,,0.012159134
24019,,-2.646841967
24021,,-12.20957077
24023,,0.243798488
24025,,13.18547369
24027,,-12.34061668
24029,,-1.549934059
24031,,1.395786499
24033,,-3.772192682
24035,,-3.062097571
24037,,-0.656931702
24039,,-3.264862312
24041,,-3.687252196
24043,,-1.110606476
24045,,-3.51259126
24047,,-6.866366956
24510,,-0.338108163
25001,-1.655165872,2.791705741
25003,0.278745831,
25005,1.577252994,7.156600958
25007,-1.458630629,1.124713916
25009,0.370864344,2.832351285
25011,-0.137985229,1.739046474
25013,0.09196566,-5.351826275
25015,-0.296326917,6.20614032
25017,-0.696052591,1.93022128
25019,-1.607612338,0.121983232
25021,-1.997535083,
25023,-1.170507208,1.598740218
25025,-0.186813055,-15.3864865
25027,0.209031167,7.677150547
26001,2.467269856,-2.59034171
26003,1.196187541,-1.789325696
26005,-2.005661779,-6.133241153
26007,1.990894918,-3.216065891
26009,-0.552254171,-3.732993731
26011,4.297568031,4.797983644
26013,1.794801075,-3.126732983
26015,-0.835744676,0.866274074
26017,2.452901955,3.976532223
26019,-1.034427278,-4.248934427
26021,-2.54254771,-4.671796637
26023,0.445489239,-1.033805845
26025,-0.335567656,0.762209297
26027,-1.595629262,-3.540600123
26029,-1.434267349,-5.027211095
26031,0.50461661,-4.431192275
26033,0.699495348,-4.705867136
26035,1.54178774,-3.105635368
26037,-0.716938512,-5.049381824
26039,0.146938055,-5.190924623
26041,1.349625795,-3.103096651
26043,0.894383109,-2.829161351
26045,0.86388375,-1.968722109
26047,-1.900168489,-4.930029649
26049,1.282476295,5.051114942
26051,3.284689674,-4.343487068
26053,0.798204739,-2.066062011
26055,-2.272381316,-4.624904066
26057,1.245544073,-5.022005123
26059,2.09688381,-1.324281824
26061,1.145889502,-3.788996899
26063,2.587866672,-2.677978383
26065,-0.785083367,2.23335775
26067,-0.223455953,0.828218234
26069,3.599207626,3.926816143
26071,1.438511665,-2.346238163
26073,-0.158453357,-5.263544125
26075,1.711454085,-1.589721728
26077,-2.863621998,-7.196701005
26079,0.68426289,-2.465700008
26081,-3.359248861,-2.534804115
26083,1.235638506,-4.286082333
26085,0.834988803,-2.901754512
26087,1.006882539,-1.137075542
26089,-2.93972114,-5.246660929
26091,-1.437322046,-0.95640174
26093,-1.29786168,2.306941603
26095,0.698068451,-3.224481601
26097,0.293546355,-4.454181405
26099,1.194523398,-10.0678
26101,-0.55332651,-4.781785659
26103,-0.008147529,-2.857939581
26105,-0.577644937,-2.829667937
26107,-0.47486096,-3.584474928
26109,0.46250806,-0.305222547
26111,-1.016416907,-7.325357763
26113,0.420028015,-2.972096291
26115,0.795085227,0.180878148
26117,0.692058118,-2.973026301
26119,1.807850976,-3.276914271
26121,-0.556805852,-4.654995049
26123,-0.181916021,-3.316846324
26125,-1.558266241,18.81005759
26127,-0.478533812,-4.348301394
26129,3.17795341,-3.165370801
26131,2.582324113,-3.34749822
26133,0.337275321,-3.137334645
26135,1.163816608,-3.279069339
26137,-0.068967933,-4.507353593
26139,-3.262237105,-4.865450611
26141,1.891582701,-4.202977208
26143,1.309686968,-3.366968007
26145,0.998502784,14.99452683
26147,1.420573628,-0.535359792
26149,-0.942631308,-4.60388242
26151,1.735594197,-0.511774532
26153,3.120107293,-3.607767498
26155,1.849981978,-4.223589499
26157,2.915018537,-0.587783547
26159,-1.540270612,-6.625824581
26161,-2.393791469,8.384069499
26163,-0.176932929,17.38598936
26165,-0.619981916,-3.80776777
27001,1.053909665,-1.818283104
27003,-1.325497833,-11.2804801
27005,1.477280655,8.01903487
27007,-1.831198737,-13.14853447
27009,1.001763214,-3.508324401
27011,4.197473201,10.29017399
27013,0.078060003,3.101973654
27015,2.272969294,4.331140521
27017,1.040872812,-4.180888492
27019,-2.406017973,-16.01002023
27021,-0.089022136,-1.579064213
27023,2.97057734,13.31593648
27025,0.859898236,-1.566981253
27027,1.12097477,7.600920332
27029,1.248719163,6.415648322
27031,-0.621375247,-3.806370651
27033,1.521261295,8.884935189
27035,0.433959189,-0.222932449
27037,-2.031316449,-2.648495372
27039,2.300028027,4.63402233
27041,0.771016818,4.820905592
27043,2.604317264,5.148408334
27045,3.770957712,5.681417482
27047,3.007419902,4.05438503
27049,0.063198034,0.32454816
27051,3.333557122,12.62908851
27053,-2.604248583,-38.50492666
27055,0.290424732,5.141262736
27057,0.459113006,-2.204915213
27059,1.156620306,-0.594431543
27061,1.412167832,-3.18698816
27063,2.456050871,4.75183773
27065,0.93849855,-0.49774114
27067,0.852653703,6.682473646
27069,5.835411757,16.72451562
27071,2.932415356,-2.494833798
27073,2.615444482,12.93367651
27075,0.680962486,-3.79811217
27077,1.360124685,6.686032665
27079,0.993633031,4.382331831
27081,1.358873371,9.985803232
27083,0.887682775,5.228237643
27085,0.768237338,4.24417741
27087,1.44433476,8.27003232
27089,5.599966474,17.41013496
27091,2.660767747,4.126871072
27093,1.960697436,5.701595866
27095,1.103925163,-0.658190297
27097,2.225076087,-0.08282303
27099,2.551246845,4.312737425
27101,1.8603201,7.844281645
27103,0.090680014,3.887472387
27105,1.539503308,3.948270236
27107,6.247183363,18.43375935
27109,-0.302569543,1.721580335
27111,1.610216074,7.14934837
27113,3.469558784,10.94337258
27115,0.541947838,-1.437164825
27117,-0.352759489,5.122041572
27119,3.910614603,11.77947323
27121,0.684411087,8.064156388
27123,-1.284032538,-6.687245896
27125,6.401054326,15.67670202
27127,0.783893366,7.003029658
27129,2.286035388,13.75201768
27131,0.402032736,15.37918136
27133,0.493175793,2.769979615
27135,3.186632135,8.769955528
27137,0.325203666,-5.830531826
27139,-1.894218397,-3.059282646
27141,0.071963445,-4.18933842
27143,1.328167697,6.330124477
27145,0.379257204,-9.512577241
27147,1.012282538,4.252965104
27149,1.401717788,8.810745427
27151,2.841308481,13.71490269
27153,2.303365758,6.578015649
27155,2.489255399,12.16931976
27157,0.901374007,0.772359672
27159,1.361401822,-0.23247115
27161,1.221977427,5.306412546
27163,-1.909355693,-17.21138934
27165,2.558597203,4.8737276
27167,4.915261912,18.2127193
27169,-0.113999639,3.602695231
27171,-0.377693106,-5.611252522
27173,1.691304663,10.49256946
28001,1.969675578,-3.440704345
28003,5.995262726,-1.789612563
28005,2.265276348,-0.386625353
28007,3.529787262,2.822540412
28009,5.071009604,-3.383132311
28011,3.023890271,2.179780514
28013,3.855555804,-3.686837162
28015,3.482764396,3.702980943
28017,4.201995521,-6.105583064
28019,3.586385822,-1.54003904
28021,1.390578843,0.921811317
28023,2.783602812,
28025,2.319066361,-6.55786642
28027,3.323854567,2.209666673
28029,1.805810236,2.036818113
28031,2.542414707,-1.513862501
28033,4.032263849,-1.294678611
28035,4.039197155,
28037,1.997357848,-1.024858229
28039,6.110049469,
28041,4.628372767,
28043,4.015058281,3.822452906
28045,6.982698277,
28047,4.606415381,
28049,1.891793384,-28.40276278
28051,2.224828079,1.5743366
28053,2.456146467,2.831197564
28055,0.745446107,1.960784314
28057,4.418609751,-1.50235532
28059,4.489417571,
28061,2.354796791,-2.429308726
28063,1.549633928,0.921437013
28065,2.368336052,-2.020049415
28067,3.651830667,
28069,1.549853124,-4.345447508
28071,4.074435935,-3.874632758
28073,3.528120912,
28075,2.296632281,-2.610603211
28077,0.879617798,-2.396578631
28079,2.601411181,2.054418686
28081,3.790848616,-3.333493625
28083,2.565634443,1.540065946
28085,1.439242699,-2.183443111
28087,3.188981189,-4.039792927
28089,2.020821619,-14.90994646
28091,3.152835915,
28093,4.172399891,-4.154653088
28095,3.833069885,-4.272888145
28097,3.381441689,3.510131458
28099,3.453006093,-2.30840049
28101,2.552464033,-1.650917806
28103,1.79134004,-3.167104213
28105,2.792556271,-15.22196976
28107,4.151785982,2.423212326
28109,4.618904544,
28111,3.665753128,
28113,2.630524037,-2.444616025
28115,4.104445635,-2.679711431
28117,5.931235089,-3.30519373
28119,4.601762486,2.904110689
28121,2.769651556,-3.549912527
28123,3.243652327,-1.645817478
28125,1.292896346,2.475774174
28127,2.353319308,-2.629694867
28129,2.606784115,-1.093524355
28131,3.864587325,
28133,1.969761663,-5.902720007
28135,3.43528776,5.272371719
28137,4.52633253,-2.24676827
28139,5.494530674,-2.111951393
28141,6.320547774,-0.57388315
28143,3.319966728,2.237639365
28145,4.451848656,-2.615541097
28147,2.618599035,-1.947159768
28149,2.529915125,0.310462379
28151,3.204548822,2.503443067
28153,3.317896357,
28155,3.171897842,-2.592513706
28157,0.109551748,-2.352627929
28159,2.86833203,-2.145237757
28161,3.654778733,3.049296758
28163,2.941065414,1.925161269
29001,,-4.573401501
29003,,-3.223596712
29005,,-3.974238841
29007,,-5.137039188
29009,,-0.823553053
29011,,-0.994363021
29013,,-1.000874298
29015,,-0.567226424
29017,,0.935323034
29019,,-3.698073451
29021,,-4.317365036
29023,,-0.441112498
29025,,-2.191312157
29027,,-3.904329288
29029,,-3.12172889
29031,,-1.426789956
29033,,-2.992892256
29035,,-0.417911875
29037,,-2.99715048
29039,,-0.610121569
29041,,-2.990322115
29043,,-0.258696995
29045,,-2.160579915
29047,,-8.22636051
29049,,-2.730304164
29051,,-5.454150243
29053,,-1.717191435
29055,,-0.268330957
29057,,-0.801480422
29059,,-1.062717658
29061,,-2.420992236
29063,,-1.949793219
29065,,0.051148202
29067,,-0.677119644
29069,,-0.654179303
29071,,-2.289801405
29073,,-3.311629108
29075,,-2.078246163
29077,,-1.064313112
29079,,-2.935057307
29081,,-2.49043512
29083,,-1.709168494
29085,,-1.250918519
29087,,-2.956256136
29089,,-1.03151382
29091,,-0.642254732
29093,,1.869780808
29095,,-22.00937061
29097,,-1.23091964
29099,,-1.853546251
29101,,-1.819884049
29103,,-4.342313886
29105,,-1.310840104
29107,,5.069446943
29109,,1.228080277
29111,,-3.956957355
29113,,-0.935881846
29115,,-2.862530124
29117,,-5.303929109
29119,,-0.191662098
29121,,-2.899428
29123,,1.530594624
29125,,-1.297499857
29127,,-3.17197346
29129,,-2.09941881
29131,,-2.598277463
29133,,-1.230233593
29135,,-1.104551152
29137,,-2.388216671
29139,,-2.952618598
29141,,-1.132991386
29143,,-0.358630781
29145,,-0.825023449
29147,,-4.684378585
29149,,0.41219375
29151,,-2.892566468
29153,,-0.535591883
29155,,-0.123471659
29157,,0.123949757
29159,,-1.253054196
29161,,-1.408999626
29163,,-1.386261512
29165,,-5.130363711
29167,,-0.1509417
29169,,-1.522254942
29171,,-3.490736378
29173,,-17.26242649
29175,,-0.917071909
29177,,7.850741339
29179,,1.441428722
29181,,0.600639212
29183,,-4.111991589
29185,,-0.027097201
29186,,1.434234496
29187,,1.316081406
29189,,17.5653752
29195,,0.144419764
29197,,-3.69638783
29199,,-5.228399221
29201,,-0.098076926
29203,,0.851646556
29205,,-2.325426837
29207,,-0.360630526
29209,,-1.106541867
29211,,-2.390669901
29213,,-0.997181889
29215,,0.125070256
29217,,-1.339765315
29219,,-2.112456675
29221,,2.085833145
29223,,0.074925646
29225,,1.759123436
29227,,-1.524027849
29229,,-0.384760945
29510,,-1.798121354
30001,4.290253299,3.212503102
30003,3.034228099,3.043464125
30005,5.36358908,3.137997848
30007,3.541114069,2.054556932
30009,1.877591594,1.598880304
30011,2.201401115,2.525081167
30013,4.413554297,2.99404749
30015,4.976714821,4.116084772
30017,5.358478001,3.876708987
30019,3.974526772,2.943870117
30021,4.271349853,3.806144068
30023,6.706364825,4.220824115
30025,3.792874041,4.940567693
30027,3.854178931,3.57572103
30029,2.339266964,1.029357287
30031,1.517283995,0.555720822
30033,3.930318083,2.772000837
30035,4.796958153,2.834205438
30037,3.789198606,-5.61400712
30039,4.252876781,2.508861434
30041,5.190041747,3.95227108
30043,3.36644928,1.964888645
30045,2.974692828,4.831500091
30047,3.501393551,1.378072242
30049,3.672441135,2.03033924
30051,4.21058961,4.877120111
30053,2.906189721,1.958392374
30055,1.809958378,2.75995428
30057,3.228248774,2.375937284
30059,3.722274784,1.013217282
30061,4.712808274,1.917109349
30063,2.240650233,0.460617621
30065,4.124279656,3.58408869
30067,2.973503929,1.771858363
30069,2.957214233,3.040480219
30071,2.627086468,3.218087373
30073,4.898162831,3.395570515
30075,2.130066949,2.555522894
30077,5.288891484,4.080067373
30079,4.268927562,3.386440444
30081,3.103488447,1.414888094
30083,3.94511589,2.940224756
30085,4.215981026,2.766535662
30087,2.899241569,2.769938795
30089,4.536060542,2.149589541
30091,3.971683934,4.865759634
30093,7.330942341,4.246746192
30095,3.325909712,2.941237231
30097,2.436509616,1.764467297
30099,3.579355074,2.73559319
30101,5.389441267,3.638695355
30103,1.67061702,5.31379543
30105,5.934583272,4.617416285
30107,4.026285059,4.024419582
30109,4.63262673,3.625346557
30111,3.700366903,2.40296674
31001,-8.929803276,-6.439731424
31003,-1.625274042,-2.057401594
31005,0.960425331,-2.382400518
31007,-0.189476464,1.010623026
31009,2.507565932,-3.125
31011,-3.081490704,-3.936056984
31013,-3.167607403,-2.396890205
31015,-2.634014412,-3.354374056
31017,-3.247669338,-3.399136467
31019,-8.924808964,-6.524162307
31021,-8.76124944,-4.025015751
31023,-4.919778186,-1.833186286
31025,-10.38110381,-3.285746901
31027,-2.543485444,-2.304296467
31029,-2.088135608,-3.532650719
31031,-0.907342226,-2.204822895
31033,-1.314064186,-3.099764277
31035,-4.189380084,-3.870952288
31037,-6.020762731,-4.060454626
31039,-7.435931785,-3.52003106
31041,-3.390683735,-3.053422676
31043,-5.009459383,-3.022121671
31045,-5.520742659,-3.894706045
31047,-5.605069207,-5.386353698
31049,-2.880734061,-3.185621063
31051,-3.294168501,-2.288660065
31053,-10.53470061,-5.150405654
31055,-16.90730023,-5.541936803
31057,-2.184547908,-3.070594547
31059,-7.459313711,-5.898846773
31061,-4.152969174,-3.625308759
31063,-3.496314803,-3.112804538
31065,-3.816554872,-3.816146094
31067,-8.620362761,-6.621054466
31069,-1.753961891,-1.514264914
31071,-3.032104402,-3.785103671
31073,-8.425103643,-7.996788432
31075,-0.884186662,-1.319975631
31077,-3.357342413,-3.389311723
31079,-8.145920572,-5.880603487
31081,-6.468515688,-5.058403799
31083,-2.890908258,-3.192634785
31085,-0.278311317,-2.362315827
31087,-1.284118831,-2.040163744
31089,0.099378054,-2.870625161
31091,-1.47253829,-3.226679929
31093,-4.510817735,-3.551494855
31095,-8.647883476,-8.017952671
31097,-8.971903849,-8.309619558
31099,-7.036950578,-5.78290143
31101,-3.564886516,-3.323048674
31103,-0.572649573,-2.506024096
31105,-0.350803043,-2.888884024
31107,-2.184055795,-3.520475631
31109,-16.14332792,-3.783549095
31111,-4.866905679,-3.496372127
31113,0.349563046,-1.480502313
31115,-9.818756705,-6.339913893
31117,-1.410153102,0.72980633
31119,-5.39361229,-2.273657321
31121,-4.230959162,-3.357303212
31123,-0.639800339,-2.725032726
31125,-4.816450349,-3.193152409
31127,-10.23550761,-7.191695719
31129,-5.991342101,-5.1770786
31131,-10.51924275,-2.142572122
31133,-6.280822265,-5.247710022
31135,-3.2909689,-3.658142999
31137,-4.187415339,-3.844416527
31139,-2.408989563,-2.463184326
31141,-5.867307234,-2.543471923
31143,-5.286828162,-1.121219316
31145,-3.397663833,-2.529053885
31147,-6.228366154,-3.74025449
31149,-4.349779288,-3.519927536
31151,-7.314065583,-5.844192539
31153,-15.42240346,-8.124120067
31155,-8.991246937,-2.653246139
31157,-5.817253756,-2.891288902
31159,-9.414411958,-2.231033368
31161,-0.482255601,-1.713451338
31163,-3.992168986,-4.090286863
31165,-2.071706957,-1.488045075
31167,-3.23448332,-0.948056356
31169,-7.663928662,-6.324371541
31171,0.176601292,-0.439068206
31173,-6.520684174,-5.678012259
31175,-4.509164072,-4.635074691
31177,-10.92106582,-3.824299548
31179,-7.530343256,-4.848454868
31181,-4.399587095,-4.360063676
31183,-0.632695254,-2.818595785
31185,-7.598625199,-6.636060718
32001,,-1.693499099
32003,,0.763057951
32005,,-3.153169202
32007,,-0.959510289
32009,,-0.216435544
32011,,-0.465133305
32013,,-1.975233604
32015,,-0.054098934
32017,,1.657147908
32019,,-5.636157755
32021,,0.821399457
32023,,0.825476514
32027,,-0.472375531
32029,,-2.40742473
32031,,-3.470298102
32033,,0.890206247
32510,,-3.219295042
33001,5.591211668,2.956267457
33003,3.834201324,-1.03108247
33005,4.287932441,1.524254587
33007,7.652026253,4.133308796
33009,2.830813198,0.603989753
33011,4.471143576,-0.685304018
33013,5.347072145,2.066446877
33015,3.898505994,-5.118225143
33017,4.878625131,0.232541686
33019,4.295531154,1.629718618
34001,0.079267466,-1.906283324
34003,0.39585803,3.712785567
34005,-0.709830429,2.333954294
34007,-0.190632867,-24.56720863
34009,0.264834537,-3.206459313
34011,1.440109851,0.292091558
34013,0.577419414,-15.06213654
34015,0.322646295,-4.410737937
34017,1.941026865,-11.50700158
34019,-2.37672338,-3.630451554
34021,-1.264585557,5.550114672
34023,0.6145496,-2.665673252
34025,-1.143829985,4.44901526
34027,-1.49079422,0.537400255
34029,0.327952504,6.948264938
34031,2.813344955,-8.537106574
34033,1.136505856,0.651759121
34035,-2.365185064,8.576920208
34037,0.175264265,3.967544439
34039,-0.231221437,8.748895679
34041,-0.440020421,2.407361458
35001,-4.250493906,10.3456465
35003,-1.7111687,1.5425351
35005,-0.741740065,3.10136738
35006,-2.688806514,1.568066062
35007,-0.913627221,2.713866429
35009,0.581117005,0.109435312
35011,-0.163128362,4.397171298
35013,0.292905758,1.539583883
35015,-0.040598798,2.8004861
35017,-0.916267,2.064607669
35019,0.632631614,6.267683648
35021,-4.417670683,3.060374277
35023,0.035219034,4.120270856
35025,0.396198839,2.689472604
35027,-2.412929078,1.298164223
35028,-4.753559603,-5.365472603
35029,-0.484456058,4.079925833
35031,-2.507624338,11.14216631
35033,-2.274445132,6.191200506
35035,-1.558352714,2.335005833
35037,1.555917912,1.425589409
35039,-1.930034546,4.053919147
35041,0.270124119,-4.556400439
35043,-3.549200213,-2.116433794
35045,-1.259288753,-0.669934439
35047,-0.945037816,4.833011753
35049,-2.03873234,1.393065852
35051,-2.201553368,2.005341292
35053,-2.293972841,3.300549751
35055,-0.513205493,1.962734979
35057,-2.128796353,-0.523009834
35059,1.494182498,1.303111776
35061,-2.593133082,2.804181237
36000,,
36001,,0.942056935
36003,,-1.23408571
36005,,
36007,,6.674031056
36009,,-1.174640516
36011,,-8.254993468
36013,,-2.145408921
36015,,-3.59242078
36017,,5.978352804
36019,,-3.543702912
36021,,4.359101101
36023,,5.073632277
36025,,5.952593539
36027,,0.673999924
36029,,-16.04684882
36031,,-3.849283465
36033,,-2.535401902
36035,,-1.614244602
36037,,-1.396601365
36039,,5.93192357
36041,,-2.132157648
36043,,8.045030971
36045,,-4.167593715
36047,,7.628445541
36049,,-3.00993282
36051,,-0.986426545
36053,,3.600833846
36055,,-17.19292981
36057,,6.786641465
36059,,
36061,,7.125723047
36063,,-5.24519535
36065,,5.725396312
36067,,-10.48115373
36069,,-2.622666743
36071,,6.900226281
36073,,-0.309713084
36075,,-3.140555413
36077,,9.825941423
36079,,3.082465246
36081,,2.134543772
36083,,9.275370878
36085,,2.692494876
36087,,7.6611031
36089,,-2.282896039
36091,,-9.225855129
36093,,0.527195887
36095,,10.52805315
36097,,-3.338912497
36099,,-2.02323339
36101,,-2.213919381
36103,,3.194968838
36105,,8.689836841
36107,,-2.538536633
36109,,-1.427966986
36111,,4.111014206
36113,,-3.350411001
36115,,-2.913887051
36117,,-6.080745832
36119,,-7.113074768
36121,,-0.343249982
36123,,-1.591993907
37001,0.501617911,-0.512343347
37003,1.837111493,-0.289007109
37005,3.230847776,-1.441091044
37007,1.502795125,0.437410236
37009,2.036474383,-0.082233505
37011,-0.139759325,-1.584519417
37013,0.994989936,-1.746580504
37015,0.915340062,-0.124550828
37017,1.718440823,-0.271299536
37019,0.421451257,-1.914661741
37021,-0.30959443,-0.148446706
37023,1.454359234,0.182643663
37025,-0.81243341,-1.130513594
37027,1.356777429,-0.445315018
37029,-1.111559999,-0.699021477
37031,0.621535453,-1.885513256
37033,1.837926334,0.164127074
37035,0.298713441,-1.649346608
37037,-0.84589502,-18.60228845
37039,0.868918163,-0.385480495
37041,-0.256796502,-0.928582329
37043,0.537637992,0.299354249
37045,0.941849041,0.62400148
37047,2.174043488,0.499712525
37049,0.340249559,-2.390968906
37051,0.191696418,0.516072406
37053,-1.15247761,-1.129202523
37055,-0.981469544,-1.389354302
37057,2.049102042,-0.662385866
37059,0.496940731,-2.321788387
37061,1.25852235,-0.641092805
37063,-1.423508019,-0.570503644
37065,1.421523919,0.29017691
37067,-0.747543077,-14.57224032
37069,1.164127247,2.30111531
37071,0.422215683,0.075686435
37073,0.48646819,0.999815641
37075,3.494314668,1.632214322
37077,1.138630697,2.355905908
37079,1.526019552,0.256948891
37081,-0.470958867,0.228341952
37083,1.339148925,0.167196286
37085,0.667144489,2.776293611
37087,1.331748542,0.563055983
37089,-0.867192136,-1.074280528
37091,0.234146511,0.569086264
37093,1.451671062,0.825909496
37095,2.509636412,-0.356811092
37097,-0.40626358,-9.742372542
37099,0.767774396,-0.240073745
37101,0.393463078,-1.28014053
37103,0.978417448,-0.902401832
37105,1.028067398,-5.433232037
37107,0.629974071,-1.908492049
37109,0.315407507,-1.340132072
37111,1.4945959,0.235628616
37113,1.306707185,-0.215833101
37115,2.184342469,0.990326356
37117,2.242370243,0.713713354
37119,-2.581253042,
37121,1.328298788,0.473812534
37123,2.156416567,0.480551656
37125,-0.633786141,-9.662668903
37127,0.645998315,-0.720694028
37129,-0.899469095,-2.648867162
37131,1.412465534,0.546061325
37133,0.794095459,-1.291977377
37135,-1.303831265,-0.053914302
37137,0.957459696,-1.755725976
37139,-0.352115615,-0.590177027
37141,0.495975248,-1.193827407
37143,-0.616958844,-0.862457103
37145,1.904225292,0.48830033
37147,-0.246053628,3.434089964
